"","estimates","methods","scene","par"
"167",0.871295066394399,"Q-Learning with lasso","Scenario 1","psi0"
"168",1.07909029870763,"Q-Learning with lasso","Scenario 1","psi0"
"169",0.875292073861344,"Q-Learning with lasso","Scenario 1","psi0"
"170",0.965813881128731,"Q-Learning with lasso","Scenario 1","psi0"
"171",1.11344965041815,"Q-Learning with lasso","Scenario 1","psi0"
"172",0.920552105284513,"Q-Learning with lasso","Scenario 1","psi0"
"173",0.908311093141287,"Q-Learning with lasso","Scenario 1","psi0"
"174",0.973791843240987,"Q-Learning with lasso","Scenario 1","psi0"
"175",1.01275936451821,"Q-Learning with lasso","Scenario 1","psi0"
"176",0.919620173502438,"Q-Learning with lasso","Scenario 1","psi0"
"177",1.05396314639107,"Q-Learning with lasso","Scenario 1","psi0"
"178",0.961923211048469,"Q-Learning with lasso","Scenario 1","psi0"
"179",0.8506660010096,"Q-Learning with lasso","Scenario 1","psi0"
"180",0.965359192913278,"Q-Learning with lasso","Scenario 1","psi0"
"181",0.798997849232956,"Q-Learning with lasso","Scenario 1","psi0"
"182",1.04370441596553,"Q-Learning with lasso","Scenario 1","psi0"
"183",0.896101481839057,"Q-Learning with lasso","Scenario 1","psi0"
"184",1.02472860606193,"Q-Learning with lasso","Scenario 1","psi0"
"185",1.08850124561178,"Q-Learning with lasso","Scenario 1","psi0"
"186",0.867593043422841,"Q-Learning with lasso","Scenario 1","psi0"
"187",1.13255670246236,"Q-Learning with lasso","Scenario 1","psi0"
"188",0.875700220699644,"Q-Learning with lasso","Scenario 1","psi0"
"189",0.93227432256485,"Q-Learning with lasso","Scenario 1","psi0"
"190",0.973149515386956,"Q-Learning with lasso","Scenario 1","psi0"
"191",0.767733752793739,"Q-Learning with lasso","Scenario 1","psi0"
"192",0.890427668633606,"Q-Learning with lasso","Scenario 1","psi0"
"193",0.998419665348362,"Q-Learning with lasso","Scenario 1","psi0"
"194",1.05789094215961,"Q-Learning with lasso","Scenario 1","psi0"
"195",0.976275386101016,"Q-Learning with lasso","Scenario 1","psi0"
"196",1.10842426276263,"Q-Learning with lasso","Scenario 1","psi0"
"197",0.982232067684582,"Q-Learning with lasso","Scenario 1","psi0"
"198",0.84294591129201,"Q-Learning with lasso","Scenario 1","psi0"
"199",0.962328084235092,"Q-Learning with lasso","Scenario 1","psi0"
"200",1.16473831449138,"Q-Learning with lasso","Scenario 1","psi0"
"201",0.782283391977385,"Q-Learning with lasso","Scenario 1","psi0"
"202",0.929633996757387,"Q-Learning with lasso","Scenario 1","psi0"
"203",0.894793192161488,"Q-Learning with lasso","Scenario 1","psi0"
"204",0.9573866757488,"Q-Learning with lasso","Scenario 1","psi0"
"205",0.888767388232837,"Q-Learning with lasso","Scenario 1","psi0"
"206",0.804457195337692,"Q-Learning with lasso","Scenario 1","psi0"
"207",0.801358119689167,"Q-Learning with lasso","Scenario 1","psi0"
"208",0.975056580605627,"Q-Learning with lasso","Scenario 1","psi0"
"209",1.03594829493441,"Q-Learning with lasso","Scenario 1","psi0"
"210",1.09531160635905,"Q-Learning with lasso","Scenario 1","psi0"
"211",0.89713492572771,"Q-Learning with lasso","Scenario 1","psi0"
"212",0.840193866168738,"Q-Learning with lasso","Scenario 1","psi0"
"213",0.828004938788702,"Q-Learning with lasso","Scenario 1","psi0"
"214",0.920499312061973,"Q-Learning with lasso","Scenario 1","psi0"
"215",1.0856214200196,"Q-Learning with lasso","Scenario 1","psi0"
"216",0.78949555293255,"Q-Learning with lasso","Scenario 1","psi0"
"217",0.937929599343213,"Q-Learning with lasso","Scenario 1","psi0"
"218",0.806605627106541,"Q-Learning with lasso","Scenario 1","psi0"
"219",0.977349154099451,"Q-Learning with lasso","Scenario 1","psi0"
"220",0.937972517102995,"Q-Learning with lasso","Scenario 1","psi0"
"221",0.75883318572315,"Q-Learning with lasso","Scenario 1","psi0"
"222",0.879748487161296,"Q-Learning with lasso","Scenario 1","psi0"
"223",0.860773158707645,"Q-Learning with lasso","Scenario 1","psi0"
"224",1.0118333836745,"Q-Learning with lasso","Scenario 1","psi0"
"225",0.755604523775765,"Q-Learning with lasso","Scenario 1","psi0"
"226",1.03990022429874,"Q-Learning with lasso","Scenario 1","psi0"
"227",0.925715942006647,"Q-Learning with lasso","Scenario 1","psi0"
"228",0.917530289794998,"Q-Learning with lasso","Scenario 1","psi0"
"229",0.993551953721709,"Q-Learning with lasso","Scenario 1","psi0"
"230",0.865672909241613,"Q-Learning with lasso","Scenario 1","psi0"
"231",0.833245329727145,"Q-Learning with lasso","Scenario 1","psi0"
"232",0.880704640494998,"Q-Learning with lasso","Scenario 1","psi0"
"233",0.950161055959798,"Q-Learning with lasso","Scenario 1","psi0"
"234",0.970083964478642,"Q-Learning with lasso","Scenario 1","psi0"
"235",1.29475546878187,"Q-Learning with lasso","Scenario 1","psi0"
"236",0.742364094621105,"Q-Learning with lasso","Scenario 1","psi0"
"237",1.07161208826099,"Q-Learning with lasso","Scenario 1","psi0"
"238",0.932304992304352,"Q-Learning with lasso","Scenario 1","psi0"
"239",0.816620137059651,"Q-Learning with lasso","Scenario 1","psi0"
"240",0.978177381341108,"Q-Learning with lasso","Scenario 1","psi0"
"241",0.884110314711212,"Q-Learning with lasso","Scenario 1","psi0"
"242",0.994390250279136,"Q-Learning with lasso","Scenario 1","psi0"
"243",1.08190513211698,"Q-Learning with lasso","Scenario 1","psi0"
"244",0.941092372979171,"Q-Learning with lasso","Scenario 1","psi0"
"245",0.838714226792754,"Q-Learning with lasso","Scenario 1","psi0"
"246",0.915400013827676,"Q-Learning with lasso","Scenario 1","psi0"
"247",0.905368950766141,"Q-Learning with lasso","Scenario 1","psi0"
"248",1.02375251220485,"Q-Learning with lasso","Scenario 1","psi0"
"249",0.848484270384439,"Q-Learning with lasso","Scenario 1","psi0"
"250",1.0462902833977,"Q-Learning with lasso","Scenario 1","psi0"
"251",0.973013806903687,"Q-Learning with lasso","Scenario 1","psi0"
"252",0.97076205783191,"Q-Learning with lasso","Scenario 1","psi0"
"253",0.854924537955259,"Q-Learning with lasso","Scenario 1","psi0"
"254",0.904129569161315,"Q-Learning with lasso","Scenario 1","psi0"
"255",0.918457877830249,"Q-Learning with lasso","Scenario 1","psi0"
"256",0.943054661593876,"Q-Learning with lasso","Scenario 1","psi0"
"257",0.882358736946026,"Q-Learning with lasso","Scenario 1","psi0"
"258",0.899880485585694,"Q-Learning with lasso","Scenario 1","psi0"
"259",0.983798371631558,"Q-Learning with lasso","Scenario 1","psi0"
"260",0.941869630254747,"Q-Learning with lasso","Scenario 1","psi0"
"261",1.13972042618029,"Q-Learning with lasso","Scenario 1","psi0"
"262",0.824586315101488,"Q-Learning with lasso","Scenario 1","psi0"
"263",0.970442742965813,"Q-Learning with lasso","Scenario 1","psi0"
"264",0.918610112337781,"Q-Learning with lasso","Scenario 1","psi0"
"265",1.08494911630916,"Q-Learning with lasso","Scenario 1","psi0"
"266",1.06401043134805,"Q-Learning with lasso","Scenario 1","psi0"
"267",0.929274907702253,"Q-Learning with lasso","Scenario 1","psi0"
"268",0.969981142607417,"Q-Learning with lasso","Scenario 1","psi0"
"269",0.859986092046166,"Q-Learning with lasso","Scenario 1","psi0"
"270",0.912634600900255,"Q-Learning with lasso","Scenario 1","psi0"
"271",1.04468800019901,"Q-Learning with lasso","Scenario 1","psi0"
"272",0.927583878664876,"Q-Learning with lasso","Scenario 1","psi0"
"273",0.999384610704915,"Q-Learning with lasso","Scenario 1","psi0"
"274",0.943456576497928,"Q-Learning with lasso","Scenario 1","psi0"
"275",0.945120467823072,"Q-Learning with lasso","Scenario 1","psi0"
"276",0.982616604459751,"Q-Learning with lasso","Scenario 1","psi0"
"277",0.830803547805516,"Q-Learning with lasso","Scenario 1","psi0"
"278",0.951069506416884,"Q-Learning with lasso","Scenario 1","psi0"
"279",0.977435676440732,"Q-Learning with lasso","Scenario 1","psi0"
"280",1.03914049814003,"Q-Learning with lasso","Scenario 1","psi0"
"281",1.02196234221066,"Q-Learning with lasso","Scenario 1","psi0"
"282",0.934454280531995,"Q-Learning with lasso","Scenario 1","psi0"
"283",0.897048843860135,"Q-Learning with lasso","Scenario 1","psi0"
"284",0.872753865522358,"Q-Learning with lasso","Scenario 1","psi0"
"285",0.910651727992391,"Q-Learning with lasso","Scenario 1","psi0"
"286",0.824628154547478,"Q-Learning with lasso","Scenario 1","psi0"
"287",0.950454777036083,"Q-Learning with lasso","Scenario 1","psi0"
"288",0.753616037702174,"Q-Learning with lasso","Scenario 1","psi0"
"289",0.753357981159105,"Q-Learning with lasso","Scenario 1","psi0"
"290",0.861850216313087,"Q-Learning with lasso","Scenario 1","psi0"
"291",1.06435811361029,"Q-Learning with lasso","Scenario 1","psi0"
"292",1.06102042206059,"Q-Learning with lasso","Scenario 1","psi0"
"293",0.9199361736748,"Q-Learning with lasso","Scenario 1","psi0"
"294",0.90884340266711,"Q-Learning with lasso","Scenario 1","psi0"
"295",0.876839750955957,"Q-Learning with lasso","Scenario 1","psi0"
"296",0.917784200727692,"Q-Learning with lasso","Scenario 1","psi0"
"297",0.954532417200196,"Q-Learning with lasso","Scenario 1","psi0"
"298",1.00490895096998,"Q-Learning with lasso","Scenario 1","psi0"
"299",1.04618255011691,"Q-Learning with lasso","Scenario 1","psi0"
"300",0.948761617524872,"Q-Learning with lasso","Scenario 1","psi0"
"301",0.904499754478836,"Q-Learning with lasso","Scenario 1","psi0"
"302",0.960527081969857,"Q-Learning with lasso","Scenario 1","psi0"
"303",0.94997699134867,"Q-Learning with lasso","Scenario 1","psi0"
"304",0.970916446905432,"Q-Learning with lasso","Scenario 1","psi0"
"305",0.806155149875195,"Q-Learning with lasso","Scenario 1","psi0"
"306",1.14156959207723,"Q-Learning with lasso","Scenario 1","psi0"
"307",0.842344730075441,"Q-Learning with lasso","Scenario 1","psi0"
"308",1.14916736619105,"Q-Learning with lasso","Scenario 1","psi0"
"309",0.800185728828741,"Q-Learning with lasso","Scenario 1","psi0"
"310",0.885823212747779,"Q-Learning with lasso","Scenario 1","psi0"
"311",0.908555466522155,"Q-Learning with lasso","Scenario 1","psi0"
"312",0.787475030601366,"Q-Learning with lasso","Scenario 1","psi0"
"313",0.964490193303582,"Q-Learning with lasso","Scenario 1","psi0"
"314",0.902449057449339,"Q-Learning with lasso","Scenario 1","psi0"
"315",0.95004402834468,"Q-Learning with lasso","Scenario 1","psi0"
"316",0.792937732931771,"Q-Learning with lasso","Scenario 1","psi0"
"317",0.925496254621425,"Q-Learning with lasso","Scenario 1","psi0"
"318",1.036905023104,"Q-Learning with lasso","Scenario 1","psi0"
"319",1.05761109226954,"Q-Learning with lasso","Scenario 1","psi0"
"320",0.978647261713436,"Q-Learning with lasso","Scenario 1","psi0"
"321",0.861204607108093,"Q-Learning with lasso","Scenario 1","psi0"
"322",0.888189362195501,"Q-Learning with lasso","Scenario 1","psi0"
"323",0.861295969735036,"Q-Learning with lasso","Scenario 1","psi0"
"324",0.959925731941662,"Q-Learning with lasso","Scenario 1","psi0"
"325",0.938952354957488,"Q-Learning with lasso","Scenario 1","psi0"
"326",0.708630711693376,"Q-Learning with lasso","Scenario 1","psi0"
"327",0.928568503256593,"Q-Learning with lasso","Scenario 1","psi0"
"328",0.996952875539445,"Q-Learning with lasso","Scenario 1","psi0"
"329",0.926771831871151,"Q-Learning with lasso","Scenario 1","psi0"
"330",0.947894750783768,"Q-Learning with lasso","Scenario 1","psi0"
"331",0.944241159793439,"Q-Learning with lasso","Scenario 1","psi0"
"332",0.907049473787627,"Q-Learning with lasso","Scenario 1","psi0"
"333",0.912095475376661,"Q-Learning with lasso","Scenario 1","psi0"
"334",0.998403866959203,"Q-Learning with lasso","Scenario 1","psi0"
"335",0.955746265291867,"Q-Learning with lasso","Scenario 1","psi0"
"336",0.83399399809406,"Q-Learning with lasso","Scenario 1","psi0"
"337",0.908238134883893,"Q-Learning with lasso","Scenario 1","psi0"
"338",1.02503824150788,"Q-Learning with lasso","Scenario 1","psi0"
"339",1.14480768316346,"Q-Learning with lasso","Scenario 1","psi0"
"340",0.834867909954183,"Q-Learning with lasso","Scenario 1","psi0"
"341",0.982004069941964,"Q-Learning with lasso","Scenario 1","psi0"
"342",1.04160525827719,"Q-Learning with lasso","Scenario 1","psi0"
"343",0.936718562391804,"Q-Learning with lasso","Scenario 1","psi0"
"344",0.948134104418204,"Q-Learning with lasso","Scenario 1","psi0"
"345",0.912281646129137,"Q-Learning with lasso","Scenario 1","psi0"
"346",0.973668664511788,"Q-Learning with lasso","Scenario 1","psi0"
"347",0.916987139760044,"Q-Learning with lasso","Scenario 1","psi0"
"348",0.81294006783539,"Q-Learning with lasso","Scenario 1","psi0"
"349",0.783824367653605,"Q-Learning with lasso","Scenario 1","psi0"
"350",0.918850499794457,"Q-Learning with lasso","Scenario 1","psi0"
"351",0.967536210866705,"Q-Learning with lasso","Scenario 1","psi0"
"352",0.825885535148109,"Q-Learning with lasso","Scenario 1","psi0"
"353",0.935214404111883,"Q-Learning with lasso","Scenario 1","psi0"
"354",0.899341825239932,"Q-Learning with lasso","Scenario 1","psi0"
"355",0.943253257808475,"Q-Learning with lasso","Scenario 1","psi0"
"356",0.902614044258735,"Q-Learning with lasso","Scenario 1","psi0"
"357",0.844297979805225,"Q-Learning with lasso","Scenario 1","psi0"
"358",0.988105804486561,"Q-Learning with lasso","Scenario 1","psi0"
"359",0.947755021671861,"Q-Learning with lasso","Scenario 1","psi0"
"360",1.07918111516745,"Q-Learning with lasso","Scenario 1","psi0"
"361",0.78083490400938,"Q-Learning with lasso","Scenario 1","psi0"
"362",0.817604548891453,"Q-Learning with lasso","Scenario 1","psi0"
"363",1.05830575994197,"Q-Learning with lasso","Scenario 1","psi0"
"364",0.792779846383648,"Q-Learning with lasso","Scenario 1","psi0"
"365",0.994096405377306,"Q-Learning with lasso","Scenario 1","psi0"
"366",0.82479303269262,"Q-Learning with lasso","Scenario 1","psi0"
"367",0.866120860942132,"Q-Learning with lasso","Scenario 1","psi0"
"368",0.951244095284738,"Q-Learning with lasso","Scenario 1","psi0"
"369",0.945730601927671,"Q-Learning with lasso","Scenario 1","psi0"
"370",0.826685189102636,"Q-Learning with lasso","Scenario 1","psi0"
"371",0.86594394394329,"Q-Learning with lasso","Scenario 1","psi0"
"372",0.974236232820488,"Q-Learning with lasso","Scenario 1","psi0"
"373",1.0256181609255,"Q-Learning with lasso","Scenario 1","psi0"
"374",0.873499340023244,"Q-Learning with lasso","Scenario 1","psi0"
"375",0.818869648196336,"Q-Learning with lasso","Scenario 1","psi0"
"376",0.911099920246117,"Q-Learning with lasso","Scenario 1","psi0"
"377",0.916113469862261,"Q-Learning with lasso","Scenario 1","psi0"
"378",0.911043451124798,"Q-Learning with lasso","Scenario 1","psi0"
"379",0.830496578782112,"Q-Learning with lasso","Scenario 1","psi0"
"380",0.81855599282161,"Q-Learning with lasso","Scenario 1","psi0"
"381",0.86169532936322,"Q-Learning with lasso","Scenario 1","psi0"
"382",0.970182699632552,"Q-Learning with lasso","Scenario 1","psi0"
"383",0.852809581343641,"Q-Learning with lasso","Scenario 1","psi0"
"384",0.973318495395877,"Q-Learning with lasso","Scenario 1","psi0"
"385",1.04956418522257,"Q-Learning with lasso","Scenario 1","psi0"
"386",0.899178852409901,"Q-Learning with lasso","Scenario 1","psi0"
"387",0.883509425681932,"Q-Learning with lasso","Scenario 1","psi0"
"388",0.885020508496998,"Q-Learning with lasso","Scenario 1","psi0"
"389",0.851066776906854,"Q-Learning with lasso","Scenario 1","psi0"
"390",0.750169705659689,"Q-Learning with lasso","Scenario 1","psi0"
"391",0.966239775357817,"Q-Learning with lasso","Scenario 1","psi0"
"392",0.88749177588823,"Q-Learning with lasso","Scenario 1","psi0"
"393",0.796073350473019,"Q-Learning with lasso","Scenario 1","psi0"
"394",1.04957865353057,"Q-Learning with lasso","Scenario 1","psi0"
"395",1.0471001162319,"Q-Learning with lasso","Scenario 1","psi0"
"396",0.953638245178511,"Q-Learning with lasso","Scenario 1","psi0"
"397",0.88504165376956,"Q-Learning with lasso","Scenario 1","psi0"
"398",0.910777827647626,"Q-Learning with lasso","Scenario 1","psi0"
"399",0.937139146054099,"Q-Learning with lasso","Scenario 1","psi0"
